"","dual_sim","three_g","wifi","sc_h","sc_w","talk_time","blue","four_g","touch_screen","battery_power","clock_speed","fc","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","price_range"
"821","0","1","0","[4.99,7.8]","[-0.018,3.6]","(8,11]","0","1","1","(1.3e+03,1.4e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.46,0.64]","(92,104]","(2.75,4.5]","[-0.02,4]","(784,1.18e+03]","(1.1e+03,1.25e+03]","[252,630]","0"
"833","1","1","1","(13.4,16.2]","[-0.018,3.6]","[1.98,5]","0","1","0","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.64,0.82]","[79.9,92]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","(650,799]","(630,1e+03]","0"
"849","0","0","0","(10.6,13.4]","(3.6,7.2]","(11,14]","1","0","1","(800,900]","(1,1.5]","(7.6,11.4]","(33,39.2]","(0.28,0.46]","(92,104]","(2.75,4.5]","(16,20]","(392,784]","(650,799]","(630,1e+03]","0"
"862","1","0","0","(13.4,16.2]","(10.8,14.4]","[1.98,5]","0","0","0","[500,601]","(2,2.5]","(7.6,11.4]","(33,39.2]","(0.64,0.82]","(188,200]","(6.25,8.01]","(16,20]","[-1.96,392]","(650,799]","(1.38e+03,1.75e+03]","0"
"864","0","1","1","(10.6,13.4]","[-0.018,3.6]","(5,8]","0","1","1","(1.4e+03,1.5e+03]","(1,1.5]","(7.6,11.4]","(33,39.2]","(0.64,0.82]","(116,128]","(6.25,8.01]","(12,16]","[-1.96,392]","(1.85e+03,2e+03]","[252,630]","0"
"869","1","0","0","(16.2,19]","(10.8,14.4]","(17,20]","1","0","0","(900,1e+03]","(1.5,2]","[-0.019,3.8]","[1.94,8.2]","[0.0991,0.28]","(128,140]","(2.75,4.5]","(4,8]","[-1.96,392]","(650,799]","(1.38e+03,1.75e+03]","0"
"870","0","1","1","(13.4,16.2]","(10.8,14.4]","(11,14]","1","1","1","(1.2e+03,1.3e+03]","(2.5,3]","(3.8,7.6]","(26.8,33]","(0.28,0.46]","(140,152]","(2.75,4.5]","(16,20]","(392,784]","(1.4e+03,1.55e+03]","(630,1e+03]","0"
"877","1","1","0","(13.4,16.2]","(10.8,14.4]","(5,8]","0","1","0","(1e+03,1.1e+03]","(2.5,3]","[-0.019,3.8]","(33,39.2]","[0.0991,0.28]","(176,188]","(4.5,6.25]","(12,16]","(784,1.18e+03]","(1.55e+03,1.7e+03]","(630,1e+03]","0"
"902","1","1","1","(13.4,16.2]","(3.6,7.2]","(5,8]","1","1","1","(700,800]","(1.5,2]","(7.6,11.4]","(26.8,33]","(0.28,0.46]","(140,152]","(4.5,6.25]","(8,12]","(392,784]","(1.25e+03,1.4e+03]","(1e+03,1.38e+03]","0"
"905","0","0","0","(13.4,16.2]","[-0.018,3.6]","(8,11]","0","0","0","(1e+03,1.1e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","[0.0991,0.28]","(140,152]","(2.75,4.5]","[-0.02,4]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(630,1e+03]","0"
"908","0","0","1","(13.4,16.2]","(7.2,10.8]","(17,20]","1","0","0","(1.8e+03,1.9e+03]","(2.5,3]","(3.8,7.6]","(51.6,57.8]","(0.28,0.46]","[79.9,92]","[0.993,2.75]","(8,12]","[-1.96,392]","(1.1e+03,1.25e+03]","(630,1e+03]","0"
"942","1","1","0","(16.2,19]","(7.2,10.8]","[1.98,5]","0","1","0","(700,800]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.28,0.46]","(92,104]","[0.993,2.75]","[-0.02,4]","(1.57e+03,1.96e+03]","(1.55e+03,1.7e+03]","[252,630]","0"
"945","1","1","0","(16.2,19]","(3.6,7.2]","[1.98,5]","1","1","1","(601,700]","(2.5,3]","[-0.019,3.8]","[1.94,8.2]","[0.0991,0.28]","(92,104]","(2.75,4.5]","[-0.02,4]","(392,784]","(650,799]","[252,630]","0"
"947","1","1","0","(13.4,16.2]","[-0.018,3.6]","(5,8]","1","1","0","(1.6e+03,1.7e+03]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(104,116]","(6.25,8.01]","(16,20]","[-1.96,392]","(1.1e+03,1.25e+03]","(630,1e+03]","0"
"948","1","1","0","(10.6,13.4]","(7.2,10.8]","(5,8]","0","0","0","(900,1e+03]","(1,1.5]","[-0.019,3.8]","(39.2,45.4]","[0.0991,0.28]","(140,152]","[0.993,2.75]","(12,16]","[-1.96,392]","[499,650]","[252,630]","0"
"967","0","0","1","(7.8,10.6]","(3.6,7.2]","(8,11]","1","0","0","(1.9e+03,2e+03]","(1.5,2]","[-0.019,3.8]","(33,39.2]","(0.46,0.64]","(104,116]","[0.993,2.75]","[-0.02,4]","(784,1.18e+03]","(1.25e+03,1.4e+03]","[252,630]","0"
"968","1","1","1","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","0","1","1","(1.8e+03,1.9e+03]","(1.5,2]","[-0.019,3.8]","(8.2,14.4]","(0.46,0.64]","(152,164]","(6.25,8.01]","[-0.02,4]","(784,1.18e+03]","(949,1.1e+03]","[252,630]","0"
"978","0","1","0","(16.2,19]","[-0.018,3.6]","(14,17]","1","1","0","(1.1e+03,1.2e+03]","(2,2.5]","(3.8,7.6]","(57.8,64.1]","[0.0991,0.28]","(128,140]","(4.5,6.25]","(12,16]","[-1.96,392]","(1.25e+03,1.4e+03]","(1e+03,1.38e+03]","0"
"981","0","0","0","(13.4,16.2]","(7.2,10.8]","(8,11]","0","0","1","(1.5e+03,1.6e+03]","(2,2.5]","(7.6,11.4]","(33,39.2]","(0.28,0.46]","[79.9,92]","[0.993,2.75]","(12,16]","[-1.96,392]","(1.55e+03,1.7e+03]","(630,1e+03]","0"
"987","1","1","0","(10.6,13.4]","(7.2,10.8]","(8,11]","0","1","0","(1.7e+03,1.8e+03]","(2.5,3]","(3.8,7.6]","(14.4,20.6]","(0.82,1]","(92,104]","(6.25,8.01]","(16,20]","[-1.96,392]","(799,949]","(630,1e+03]","0"
"998","1","1","0","(16.2,19]","(10.8,14.4]","(11,14]","0","1","1","(1e+03,1.1e+03]","[0.497,1]","[-0.019,3.8]","(14.4,20.6]","(0.82,1]","(188,200]","(6.25,8.01]","(8,12]","[-1.96,392]","(799,949]","(1e+03,1.38e+03]","0"
"1002","1","0","1","(10.6,13.4]","(3.6,7.2]","(14,17]","0","0","1","(1.5e+03,1.6e+03]","(2.5,3]","(3.8,7.6]","(51.6,57.8]","(0.46,0.64]","(116,128]","[0.993,2.75]","(8,12]","(392,784]","[499,650]","(630,1e+03]","0"
"1003","1","1","0","(7.8,10.6]","(3.6,7.2]","(5,8]","1","0","0","[500,601]","[0.497,1]","(11.4,15.2]","(45.4,51.6]","[0.0991,0.28]","(164,176]","(2.75,4.5]","(12,16]","[-1.96,392]","[499,650]","(1.38e+03,1.75e+03]","0"
"1004","1","1","1","(16.2,19]","[-0.018,3.6]","(11,14]","1","0","0","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(45.4,51.6]","(0.28,0.46]","[79.9,92]","(6.25,8.01]","(8,12]","(784,1.18e+03]","(1.7e+03,1.85e+03]","[252,630]","0"
"1007","1","1","0","(7.8,10.6]","(3.6,7.2]","(14,17]","0","0","0","(900,1e+03]","[0.497,1]","(7.6,11.4]","(8.2,14.4]","(0.28,0.46]","(152,164]","[0.993,2.75]","(12,16]","[-1.96,392]","[499,650]","(1e+03,1.38e+03]","0"
"1024","0","1","1","(13.4,16.2]","(7.2,10.8]","(11,14]","0","0","1","(1.5e+03,1.6e+03]","(2.5,3]","(3.8,7.6]","(57.8,64.1]","[0.0991,0.28]","[79.9,92]","(2.75,4.5]","(12,16]","(392,784]","[499,650]","[252,630]","0"
"1026","1","0","1","(7.8,10.6]","[-0.018,3.6]","(5,8]","1","0","0","(1e+03,1.1e+03]","(2,2.5]","(11.4,15.2]","(45.4,51.6]","(0.82,1]","(92,104]","(2.75,4.5]","(16,20]","[-1.96,392]","[499,650]","[252,630]","0"
"1041","0","1","1","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","0","1","1","(1.1e+03,1.2e+03]","[0.497,1]","(11.4,15.2]","(8.2,14.4]","(0.64,0.82]","(152,164]","(6.25,8.01]","(12,16]","[-1.96,392]","(1.7e+03,1.85e+03]","[252,630]","0"
"1064","1","1","1","[4.99,7.8]","(3.6,7.2]","(5,8]","0","0","1","(1.9e+03,2e+03]","[0.497,1]","(3.8,7.6]","(14.4,20.6]","(0.64,0.82]","(188,200]","(4.5,6.25]","(16,20]","[-1.96,392]","(949,1.1e+03]","[252,630]","0"
"1068","0","1","0","[4.99,7.8]","[-0.018,3.6]","(14,17]","1","1","1","(1.7e+03,1.8e+03]","[0.497,1]","(3.8,7.6]","(20.6,26.8]","[0.0991,0.28]","[79.9,92]","(4.5,6.25]","(4,8]","[-1.96,392]","[499,650]","(630,1e+03]","0"
"1069","0","1","0","(7.8,10.6]","[-0.018,3.6]","(8,11]","1","0","1","(1e+03,1.1e+03]","[0.497,1]","(3.8,7.6]","(39.2,45.4]","(0.46,0.64]","(188,200]","[0.993,2.75]","(4,8]","[-1.96,392]","(1.1e+03,1.25e+03]","[252,630]","0"
"1070","0","0","1","[4.99,7.8]","[-0.018,3.6]","(5,8]","0","0","0","(1.4e+03,1.5e+03]","(2.5,3]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(128,140]","(2.75,4.5]","(16,20]","(784,1.18e+03]","(1.55e+03,1.7e+03]","[252,630]","0"
"1074","0","1","0","(7.8,10.6]","(3.6,7.2]","(11,14]","1","0","1","(1.1e+03,1.2e+03]","(2,2.5]","(11.4,15.2]","[1.94,8.2]","(0.46,0.64]","(188,200]","(2.75,4.5]","(12,16]","[-1.96,392]","(799,949]","(630,1e+03]","0"
"1077","1","1","1","(7.8,10.6]","[-0.018,3.6]","(8,11]","0","1","1","[500,601]","(1,1.5]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","[79.9,92]","(4.5,6.25]","(4,8]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(630,1e+03]","0"
"1082","0","0","0","(13.4,16.2]","(10.8,14.4]","[1.98,5]","1","0","1","[500,601]","(2.5,3]","[-0.019,3.8]","(39.2,45.4]","(0.82,1]","(116,128]","(4.5,6.25]","[-0.02,4]","(784,1.18e+03]","(949,1.1e+03]","(1e+03,1.38e+03]","0"
"1089","1","1","0","(7.8,10.6]","[-0.018,3.6]","(11,14]","1","1","0","(1.6e+03,1.7e+03]","[0.497,1]","(3.8,7.6]","[1.94,8.2]","[0.0991,0.28]","(104,116]","(2.75,4.5]","(8,12]","(392,784]","(1.25e+03,1.4e+03]","(630,1e+03]","0"
"1100","0","1","0","(13.4,16.2]","[-0.018,3.6]","(8,11]","0","1","1","(1.6e+03,1.7e+03]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","[0.0991,0.28]","[79.9,92]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(949,1.1e+03]","[252,630]","0"
"1101","0","1","1","(16.2,19]","(10.8,14.4]","(8,11]","0","0","1","(700,800]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(176,188]","(4.5,6.25]","(12,16]","[-1.96,392]","[499,650]","(1.75e+03,2.13e+03]","0"
"1103","0","1","1","[4.99,7.8]","[-0.018,3.6]","(17,20]","1","0","1","[500,601]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","[0.0991,0.28]","(176,188]","(2.75,4.5]","(4,8]","[-1.96,392]","(1.25e+03,1.4e+03]","(630,1e+03]","0"
"1117","1","1","1","(10.6,13.4]","(3.6,7.2]","(11,14]","1","1","1","(1.2e+03,1.3e+03]","(1.5,2]","[-0.019,3.8]","(39.2,45.4]","[0.0991,0.28]","(128,140]","[0.993,2.75]","(8,12]","(392,784]","(650,799]","[252,630]","0"
"1129","1","1","1","(13.4,16.2]","(3.6,7.2]","(8,11]","0","0","1","(1.6e+03,1.7e+03]","[0.497,1]","(11.4,15.2]","[1.94,8.2]","(0.82,1]","(176,188]","(6.25,8.01]","(16,20]","(392,784]","(1.25e+03,1.4e+03]","(630,1e+03]","0"
"1135","1","0","0","(10.6,13.4]","(10.8,14.4]","(5,8]","1","0","0","(1.4e+03,1.5e+03]","(2,2.5]","[-0.019,3.8]","(8.2,14.4]","[0.0991,0.28]","(152,164]","(6.25,8.01]","(12,16]","(392,784]","(1.4e+03,1.55e+03]","[252,630]","0"
"1167","1","1","0","(16.2,19]","(7.2,10.8]","[1.98,5]","1","1","0","(900,1e+03]","(1.5,2]","[-0.019,3.8]","(26.8,33]","[0.0991,0.28]","(164,176]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(650,799]","(1e+03,1.38e+03]","0"
"1171","0","1","1","(10.6,13.4]","[-0.018,3.6]","(14,17]","1","0","1","(1.1e+03,1.2e+03]","(1.5,2]","(11.4,15.2]","(14.4,20.6]","[0.0991,0.28]","(104,116]","(6.25,8.01]","(12,16]","(784,1.18e+03]","(1.25e+03,1.4e+03]","(630,1e+03]","0"
"1184","0","1","0","(7.8,10.6]","(3.6,7.2]","(11,14]","0","1","0","(1.7e+03,1.8e+03]","(2.5,3]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(152,164]","[0.993,2.75]","[-0.02,4]","(392,784]","(1.55e+03,1.7e+03]","[252,630]","0"
"1188","0","1","0","(13.4,16.2]","[-0.018,3.6]","(8,11]","1","0","1","(1.3e+03,1.4e+03]","[0.497,1]","(3.8,7.6]","(57.8,64.1]","[0.0991,0.28]","(152,164]","(4.5,6.25]","(4,8]","[-1.96,392]","(949,1.1e+03]","(630,1e+03]","0"
"1194","1","1","0","(13.4,16.2]","(3.6,7.2]","(8,11]","0","0","1","(1.1e+03,1.2e+03]","(1.5,2]","[-0.019,3.8]","(26.8,33]","(0.82,1]","(92,104]","[0.993,2.75]","(4,8]","(1.18e+03,1.57e+03]","(1.55e+03,1.7e+03]","[252,630]","0"
"1199","0","1","1","(7.8,10.6]","(3.6,7.2]","(14,17]","0","0","1","(700,800]","(1.5,2]","[-0.019,3.8]","(20.6,26.8]","(0.28,0.46]","(104,116]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","[499,650]","(1.38e+03,1.75e+03]","0"
"1212","0","1","1","(7.8,10.6]","(3.6,7.2]","[1.98,5]","1","1","1","(700,800]","(1.5,2]","(3.8,7.6]","[1.94,8.2]","(0.28,0.46]","(176,188]","(6.25,8.01]","(8,12]","(1.18e+03,1.57e+03]","(1.25e+03,1.4e+03]","[252,630]","0"
"1231","1","1","1","(10.6,13.4]","(3.6,7.2]","[1.98,5]","0","1","1","(601,700]","(2.5,3]","(3.8,7.6]","(14.4,20.6]","(0.28,0.46]","(164,176]","[0.993,2.75]","(4,8]","(392,784]","(1.4e+03,1.55e+03]","[252,630]","0"
"1232","1","0","0","(7.8,10.6]","(3.6,7.2]","(14,17]","1","0","1","(700,800]","[0.497,1]","(3.8,7.6]","(8.2,14.4]","(0.46,0.64]","(188,200]","[0.993,2.75]","(4,8]","[-1.96,392]","(1.1e+03,1.25e+03]","(630,1e+03]","0"
"1237","1","1","1","(13.4,16.2]","(3.6,7.2]","(11,14]","1","1","0","(1.7e+03,1.8e+03]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","(0.46,0.64]","[79.9,92]","(6.25,8.01]","(4,8]","[-1.96,392]","[499,650]","[252,630]","0"
"1241","1","1","0","(10.6,13.4]","(7.2,10.8]","(5,8]","1","1","1","(1.9e+03,2e+03]","[0.497,1]","[-0.019,3.8]","[1.94,8.2]","(0.46,0.64]","[79.9,92]","(6.25,8.01]","[-0.02,4]","(392,784]","(650,799]","[252,630]","0"
"1249","0","1","1","(7.8,10.6]","[-0.018,3.6]","(5,8]","0","1","0","(1.9e+03,2e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.46,0.64]","(116,128]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(799,949]","[252,630]","0"
"1261","0","1","0","(13.4,16.2]","(10.8,14.4]","(11,14]","0","0","0","(1e+03,1.1e+03]","(1,1.5]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(176,188]","[0.993,2.75]","(16,20]","(392,784]","[499,650]","[252,630]","0"
"1287","0","1","0","(10.6,13.4]","(7.2,10.8]","[1.98,5]","1","1","1","[500,601]","(1.5,2]","[-0.019,3.8]","(14.4,20.6]","(0.28,0.46]","(164,176]","(2.75,4.5]","[-0.02,4]","(784,1.18e+03]","(1.55e+03,1.7e+03]","[252,630]","0"
"1293","0","1","1","(13.4,16.2]","(3.6,7.2]","(11,14]","0","1","0","(1.3e+03,1.4e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.28,0.46]","(116,128]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(949,1.1e+03]","(1e+03,1.38e+03]","0"
"1295","0","1","1","(13.4,16.2]","(7.2,10.8]","(5,8]","1","1","1","[500,601]","[0.497,1]","[-0.019,3.8]","(57.8,64.1]","(0.64,0.82]","(140,152]","(6.25,8.01]","[-0.02,4]","(392,784]","(1.85e+03,2e+03]","[252,630]","0"
"1315","0","1","0","[4.99,7.8]","[-0.018,3.6]","(11,14]","1","1","0","(1.9e+03,2e+03]","[0.497,1]","(3.8,7.6]","(39.2,45.4]","(0.46,0.64]","(128,140]","[0.993,2.75]","(16,20]","[-1.96,392]","(1.55e+03,1.7e+03]","[252,630]","0"
"1349","1","1","0","(13.4,16.2]","(10.8,14.4]","(11,14]","1","1","1","(1.4e+03,1.5e+03]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","[0.0991,0.28]","(188,200]","(2.75,4.5]","[-0.02,4]","[-1.96,392]","(1.1e+03,1.25e+03]","[252,630]","0"
"1361","1","1","1","(16.2,19]","(10.8,14.4]","(5,8]","0","1","0","(800,900]","[0.497,1]","(7.6,11.4]","(26.8,33]","[0.0991,0.28]","(140,152]","(4.5,6.25]","(12,16]","[-1.96,392]","(799,949]","(630,1e+03]","0"
"1362","1","1","0","(7.8,10.6]","(7.2,10.8]","(8,11]","1","1","0","(1.5e+03,1.6e+03]","(1,1.5]","[-0.019,3.8]","(26.8,33]","(0.28,0.46]","(104,116]","(4.5,6.25]","(4,8]","(392,784]","(1.1e+03,1.25e+03]","[252,630]","0"
"1363","1","1","0","[4.99,7.8]","(3.6,7.2]","(8,11]","0","1","1","(1.9e+03,2e+03]","(2,2.5]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","[79.9,92]","[0.993,2.75]","(12,16]","[-1.96,392]","[499,650]","(630,1e+03]","0"
"1369","0","0","0","(10.6,13.4]","[-0.018,3.6]","(11,14]","1","0","0","[500,601]","(2,2.5]","(3.8,7.6]","(45.4,51.6]","(0.28,0.46]","(188,200]","(6.25,8.01]","(16,20]","(784,1.18e+03]","(1.1e+03,1.25e+03]","[252,630]","0"
"1379","1","1","1","(16.2,19]","[-0.018,3.6]","(5,8]","0","1","0","(800,900]","[0.497,1]","[-0.019,3.8]","(51.6,57.8]","(0.46,0.64]","(128,140]","[0.993,2.75]","[-0.02,4]","[-1.96,392]","[499,650]","[252,630]","0"
"1383","1","0","1","(16.2,19]","[-0.018,3.6]","(14,17]","0","0","1","(1.4e+03,1.5e+03]","(2.5,3]","[-0.019,3.8]","(45.4,51.6]","[0.0991,0.28]","(92,104]","(6.25,8.01]","(4,8]","[-1.96,392]","(1.25e+03,1.4e+03]","(630,1e+03]","0"
"1394","1","0","0","(16.2,19]","(3.6,7.2]","(8,11]","1","0","0","(1.4e+03,1.5e+03]","(2,2.5]","[-0.019,3.8]","[1.94,8.2]","(0.82,1]","(92,104]","[0.993,2.75]","[-0.02,4]","(1.18e+03,1.57e+03]","(1.25e+03,1.4e+03]","(630,1e+03]","0"
"1395","1","1","1","[4.99,7.8]","(3.6,7.2]","(11,14]","0","1","1","(1e+03,1.1e+03]","(1.5,2]","[-0.019,3.8]","(26.8,33]","(0.82,1]","(152,164]","(6.25,8.01]","[-0.02,4]","[-1.96,392]","[499,650]","(1e+03,1.38e+03]","0"
"1396","0","1","0","(10.6,13.4]","(7.2,10.8]","(17,20]","1","0","0","(1.2e+03,1.3e+03]","(2,2.5]","(7.6,11.4]","(26.8,33]","[0.0991,0.28]","(164,176]","(2.75,4.5]","(8,12]","[-1.96,392]","(1.7e+03,1.85e+03]","[252,630]","0"
"1400","0","1","0","(13.4,16.2]","(3.6,7.2]","(5,8]","0","1","0","(601,700]","[0.497,1]","(3.8,7.6]","(33,39.2]","[0.0991,0.28]","(92,104]","(6.25,8.01]","(16,20]","(392,784]","(1.25e+03,1.4e+03]","(1.38e+03,1.75e+03]","0"
"1402","0","1","1","[4.99,7.8]","(3.6,7.2]","[1.98,5]","0","1","0","(900,1e+03]","[0.497,1]","(3.8,7.6]","(51.6,57.8]","[0.0991,0.28]","(116,128]","(6.25,8.01]","(4,8]","[-1.96,392]","(1.55e+03,1.7e+03]","(1e+03,1.38e+03]","0"
"1405","0","0","1","(7.8,10.6]","(3.6,7.2]","(17,20]","0","0","0","(1.4e+03,1.5e+03]","[0.497,1]","[-0.019,3.8]","(39.2,45.4]","(0.64,0.82]","(176,188]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(949,1.1e+03]","[252,630]","0"
"1410","1","1","1","(10.6,13.4]","[-0.018,3.6]","(11,14]","0","1","0","(800,900]","(2,2.5]","(3.8,7.6]","(51.6,57.8]","(0.82,1]","(92,104]","[0.993,2.75]","(8,12]","(784,1.18e+03]","(949,1.1e+03]","(1e+03,1.38e+03]","0"
"1417","1","1","1","(7.8,10.6]","(3.6,7.2]","(17,20]","0","0","1","(1.4e+03,1.5e+03]","[0.497,1]","(15.2,19]","[1.94,8.2]","[0.0991,0.28]","(92,104]","(4.5,6.25]","(16,20]","(784,1.18e+03]","(1.1e+03,1.25e+03]","[252,630]","0"
"1435","1","1","1","(16.2,19]","(10.8,14.4]","(17,20]","1","0","0","(1.8e+03,1.9e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.82,1]","(104,116]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","(1.1e+03,1.25e+03]","[252,630]","0"
"1437","1","0","1","(10.6,13.4]","(3.6,7.2]","(14,17]","1","0","0","[500,601]","(2.5,3]","(3.8,7.6]","(14.4,20.6]","(0.64,0.82]","(140,152]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(1.4e+03,1.55e+03]","(630,1e+03]","0"
"1438","1","0","0","(13.4,16.2]","[-0.018,3.6]","(17,20]","0","0","1","(1.9e+03,2e+03]","(2.5,3]","[-0.019,3.8]","(14.4,20.6]","(0.46,0.64]","(152,164]","(2.75,4.5]","(8,12]","[-1.96,392]","(1.4e+03,1.55e+03]","(630,1e+03]","0"
"1444","0","1","1","[4.99,7.8]","(3.6,7.2]","(17,20]","1","1","1","(1.1e+03,1.2e+03]","(2,2.5]","[-0.019,3.8]","(26.8,33]","[0.0991,0.28]","[79.9,92]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","[499,650]","[252,630]","0"
"1462","0","1","0","(10.6,13.4]","(3.6,7.2]","[1.98,5]","1","1","1","(1.2e+03,1.3e+03]","[0.497,1]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(188,200]","(4.5,6.25]","(4,8]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(630,1e+03]","0"
"1465","0","1","1","(13.4,16.2]","(10.8,14.4]","(5,8]","1","1","1","(700,800]","(1.5,2]","[-0.019,3.8]","(14.4,20.6]","(0.82,1]","(140,152]","(2.75,4.5]","(8,12]","(784,1.18e+03]","(1.7e+03,1.85e+03]","(630,1e+03]","0"
"1478","0","1","0","[4.99,7.8]","[-0.018,3.6]","(8,11]","1","0","1","(1.1e+03,1.2e+03]","(2.5,3]","[-0.019,3.8]","(33,39.2]","(0.28,0.46]","(140,152]","(6.25,8.01]","[-0.02,4]","(392,784]","(799,949]","(630,1e+03]","0"
"1493","1","1","1","[4.99,7.8]","[-0.018,3.6]","(8,11]","1","1","1","(1.1e+03,1.2e+03]","[0.497,1]","[-0.019,3.8]","(26.8,33]","(0.64,0.82]","(128,140]","[0.993,2.75]","(12,16]","(392,784]","(1.25e+03,1.4e+03]","[252,630]","0"
"1495","1","1","1","(7.8,10.6]","(3.6,7.2]","[1.98,5]","1","1","0","[500,601]","(1.5,2]","[-0.019,3.8]","(20.6,26.8]","(0.46,0.64]","(116,128]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","(1.25e+03,1.4e+03]","(1e+03,1.38e+03]","0"
"1506","1","1","0","[4.99,7.8]","(3.6,7.2]","(17,20]","0","1","0","(800,900]","(1.5,2]","(3.8,7.6]","[1.94,8.2]","(0.64,0.82]","(152,164]","(4.5,6.25]","(8,12]","(392,784]","(1.25e+03,1.4e+03]","[252,630]","0"
"1516","0","1","1","(16.2,19]","(10.8,14.4]","[1.98,5]","0","1","0","[500,601]","(2.5,3]","[-0.019,3.8]","(14.4,20.6]","(0.28,0.46]","(116,128]","[0.993,2.75]","(16,20]","(392,784]","(799,949]","(1.38e+03,1.75e+03]","0"
"1531","1","1","1","(16.2,19]","(7.2,10.8]","(8,11]","1","1","0","[500,601]","(1.5,2]","(3.8,7.6]","(57.8,64.1]","(0.46,0.64]","(92,104]","(4.5,6.25]","(8,12]","[-1.96,392]","(1.4e+03,1.55e+03]","[252,630]","0"
"1534","0","1","0","(7.8,10.6]","[-0.018,3.6]","[1.98,5]","1","1","1","(601,700]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.64,0.82]","[79.9,92]","(4.5,6.25]","(8,12]","(784,1.18e+03]","(1.7e+03,1.85e+03]","[252,630]","0"
"1554","1","1","1","(16.2,19]","(14.4,18]","[1.98,5]","0","1","1","(800,900]","(1.5,2]","[-0.019,3.8]","(14.4,20.6]","[0.0991,0.28]","(152,164]","(4.5,6.25]","[-0.02,4]","[-1.96,392]","(1.4e+03,1.55e+03]","(1e+03,1.38e+03]","0"
"1559","1","1","1","(13.4,16.2]","(7.2,10.8]","(17,20]","0","1","0","(700,800]","[0.497,1]","(11.4,15.2]","(51.6,57.8]","[0.0991,0.28]","(104,116]","(2.75,4.5]","(16,20]","(1.18e+03,1.57e+03]","(1.7e+03,1.85e+03]","(630,1e+03]","0"
"1565","0","1","0","(7.8,10.6]","(3.6,7.2]","(11,14]","1","0","0","(1.2e+03,1.3e+03]","[0.497,1]","[-0.019,3.8]","(20.6,26.8]","(0.46,0.64]","(176,188]","(4.5,6.25]","(12,16]","(392,784]","(1.4e+03,1.55e+03]","[252,630]","0"
"1566","0","1","1","(13.4,16.2]","[-0.018,3.6]","(8,11]","0","1","0","(1e+03,1.1e+03]","[0.497,1]","[-0.019,3.8]","(33,39.2]","(0.82,1]","(116,128]","(2.75,4.5]","[-0.02,4]","(392,784]","(799,949]","(1e+03,1.38e+03]","0"
"1571","1","1","0","(10.6,13.4]","(7.2,10.8]","(14,17]","1","1","1","(1.5e+03,1.6e+03]","(1.5,2]","[-0.019,3.8]","(26.8,33]","(0.64,0.82]","(116,128]","[0.993,2.75]","(4,8]","(784,1.18e+03]","(1.4e+03,1.55e+03]","[252,630]","0"
"1577","0","1","0","(7.8,10.6]","(3.6,7.2]","(14,17]","0","1","0","(1.1e+03,1.2e+03]","(1,1.5]","[-0.019,3.8]","(8.2,14.4]","(0.28,0.46]","(152,164]","(6.25,8.01]","(4,8]","(784,1.18e+03]","(1.85e+03,2e+03]","[252,630]","0"
